idx,population,city,country,latitude,longitude
59,5132794,Toronto,Canada,43.653226,-79.383184
60,5105860,Santiago de Chile,Chile,-33.46912,-70.641997
61,4990602,St. Petersburg,Russia,59.93428,30.335099
62,4948920,Rangoon,Myanmar,"16,79","96,15"
63,4681087,Chennai,India,13.08268,80.270718
64,4672619,Greater Sydney,Australia,-33.867487,151.20699
65,4587200,Qingdao,China,36.0895093,120.3497193
66,4517549,Harbin,China,45.7656666,126.6160584
67,4498535,Khartum,Sudan,15.6,32.53
68,4486679,Kolkata,India,22.572646,88.363895
69,4450000,Aleppo,Syria,36.211683,37.1473
70,4436257,Nairobi,Kenya,-1.26,36.82
71,4431719,Ankara,Turkey,39.92077,32.85411
72,4335900,Jinan,China,36.646804,117.0141223
73,4293416,Sydney,Australia,-33.867487,151.20699
74,4253627,Zhengzhou,China,34.7591877,113.6524076
75,4248344,Greater Melbourne,Australia,-38.109475,144.353185
76,4247414,Alexandria,Egypt,31.200092,29.918739
77,4087733,Dalian,China,38.920716,121.6388678
78,4087152,Riad,Saudi-Arabia,27.177545,49.531898
79,4086734,Melbourne,Australia,-37.814107,144.96328
80,3966553,Abidjan,Côte d'Ivoire,"5,353","-4,029"
81,3884307,Los Angeles,USA,34.0194,-118.4108
82,3760636,Pune,India,18.52043,73.856744
83,3631236,Yokohama,Japan,35.550157,139.578215
84,3629813,Accra,Ghana,"5,550","-0,217"
85,3583429,Kunming,China,25.0515153,102.7017638
86,3542319,Wuxi,China,31.5756347,120.2954534
87,3531347,Xiamen,China,24.497442,118.1355644
88,3530115,Changchun,China,43.8144046,125.3169424
89,3491597,Ningbo,China,29.8720259,121.549887
90,3437171,Nanning,China,22.8325591,108.3027168
91,3426522,Taiyuan,China,37.8527666,112.5531768
92,3421829,Berlin,Germany,52.5170365,13.3888599
93,3407963,Montreal,Canada,45.501689,-73.567256
94,3354934,İzmir,Turkey,38.423734,27.142826
95,3352076,Hefei,China,31.8228094,117.2218033
96,3290548,Changzhou,China,31.7895377,119.9387608
97,3289000,Kabul,Afghanistan,34.533333,69.166667
98,3258540,Giza,Egypt,30.013056,31.208853
99,3213271,Madrid,Spain,40.416775,-3.70379
100,3187171,Tangshan,China,39.633333,118.183333
101,3150000,Kano,Nigeria,"11,958","8,500"
102,3102000,Casablanca,Morocco,33.57311,-7.589843
103,3093980,Changsha,China,28.1873765,112.9835823
104,3073350,Jaipur,India,26.912434,75.787271
105,3066110,Dar es Salaam,Tanzania,-6.8,39.21
106,3053778,Xuzhou,China,34.2683747,117.1976092
107,3039500,Wenzhou,China,28.0221989,120.648392
108,3037159,Guiyang,China,26.5814112,106.7052544
109,3029372,Ürümqi,China,43.8059382,87.6055852
110,2980800,Zibo,China,36.8047833,118.0444472
111,2959518,Āddīs Ābebā,Ethiopia,8.98,38.74
112,2921763,Fuzhou,China,26.0771539,119.2914774
113,2902927,Salvador,Brazil,-13.00595,-38.463049
114,2890151,Buenos Aires,Argentina,-34.603723,-58.381593
115,2876374,Surat,India,21.17024,72.831061
116,2861784,Shijiazhuang,China,38.0359808,114.4627725
117,2852372,Brasília,Brazil,-15.900129,-47.771236
118,2815601,Lucknow,India,26.846511,80.946683
119,2803716,Kiev,Ukraine,50.4501,30.5234
120,2801481,Dschidda,Saudi-Arabia,21.790138,39.149328
121,2777979,Rome,Italy,41.902784,12.496366
122,2767031,Kanpur,India,26.449923,80.331874
123,2766258,Mashhad,Iran,36.260462,59.616755
124,2765487,Surabaya,Indonesia,-7.26424,112.745579
125,2761720,Quezon City,Philippines,14.676041,121.0437
126,2718782,Chicago,USA,41.8376,-87.6818
127,2645305,Osaka,Japan,34.653345,135.511968
128,2633420,Huai'an,China,33.5896837,119.0212439
129,2600200,Linyi,China,35.1040224,118.3507128
130,2582175,Faisalabad,Pakistan,31.418714,73.079107
131,2575478,Bandung,Indonesia,-6.914864,107.608242
132,2571896,Fortaleza,Brazil,-3.73108,-38.511285
133,2562152,Dakar,Senegal,"14,740","-17,490"
134,2529000,Damasus rural,Syria,33.516729,36.954107
135,2510951,Bekasi,Indonesia,-6.249028,106.996952
136,2492325,Lanzhou,China,36.0612545,103.8318602
137,2491109,Belo Horizonte,Brazil,-19.928485,-43.924227
138,2470000,Ibadan,Nigeria,"7,421","3,918"
139,2450559,Maracaibo,Venezuela,10.633333,-71.633333
140,2448710,ASUNCION,Paraguay,-25.282197,-57.6351
141,2417325,Medellín,Colombia,6.25225,-75.5735
142,2405421,Nagpur,India,21.1458,79.088155
143,2399079,Yangzhou,China,32.3926973,119.4365759
144,2364230,Algiers,Algeria,36.752887,3.042048
145,2357838,Nanchang,China,28.6788417,115.8934012
146,2344507,Huizhou,China,23.1060862,114.4141105
147,2319684,Cali,Colombia,3.35478,-76.55793
148,2299026,Valencia,Venezuela,10.157931,-67.99721
149,2291158,Guayaquil,Ecuador,-2.170998,-79.922359
150,2279433,Nyanza Conurbation,Kenya,-0.66,34.72
151,2273326,Nantong,China,31.9822235,120.8914202
152,2271544,Bassorah,Iraq,30.5,47.816667
153,2269862,Bamako,Mali,"12,650","-7,990"
154,2252288,Kumasi,Ghana,"6,694","-1,586"
155,2243833,Paris,France,48.856614,2.352222
156,2239464,Nagoya,Japan,35.136395,136.934833
157,2220624,Mossoul,Iraq,36.34,43.13
158,2199689,Xiangyang,China,32.0553487,112.1294081
159,2199590,Chittagong,Bangladesh,22.3256945,92.1191345993
160,2195914,Houston,USA,29.7805,-95.3863
161,2192065,Greater Brisbane,Australia,-27.471011,153.023449
162,2137218,Tashkent,Uzbekistan,41.266667,69.216667
163,2136595,BAKU,Azerbaijan,40.409262,49.867092
164,2135201,Vancouver,Canada,49.282729,-123.120738
165,2125136,Zaozhuang,China,34.8500093,117.559424
166,2105291,LA HABANA,Cuba,23.159167,-82.271056
167,2099328,Brisbane,Australia,-27.471011,153.023449
168,2070801,Baotou,China,40.660201,109.8303243
169,2046189,Haikou,China,20.0423626,110.3409936
170,2038400,Yiwu,China,29.311254,120.0709185
171,2029797,Medan,Indonesia,3.591541,98.6693
172,2027000,Amman,Jordan,31.956578,35.945695
173,2022867,Sana'a,Yemen,15.369445,44.191007
174,2020301,Manaus,Brazil,-3.107018,-60.053358
175,1980774,Hohhot,China,40.8337963,111.6730788
176,1975803,Jilin City,China,43.5999719,126.857824142
177,1960631,Indore,India,22.719569,75.857726
178,1953801,Putian,China,25.4342199,119.0074625
179,1925948,Luoyang,China,34.6556873,112.4209629
180,1922005,Douala,Cameroon,4.05,9.71
181,1907666,Ouagadougou,Burkina Faso,"12,362","-1,526"
182,1905570,Bursa,Turkey,40.182846,29.067084
183,1904319,Sapporo,Japan,43.06208,141.354361
184,1902500,Taizhou,China,32.4849554,119.9117284
185,1899999,Greater Perth,Australia,-31.953513,115.857047
186,1893063,Minsk,Belarus,53.90454,27.561524
187,1880000,Uyo,Nigeria,"5,048","7,778"
188,1870600,Yantai,China,37.5340488,121.389463
189,1864416,Curitiba,Brazil,-25.423541,-49.317431
190,1858875,Nanchong,China,30.7955696,106.0835539
191,1837302,Hải Phòng,Vietnam,20.844912,106.688084
192,1834184,Perth,Australia,-31.953513,115.857047
193,1822640,Jiangmen,China,22.5766294,113.079047
194,1818872,Thane,India,19.218331,72.97809
195,1811732,Nanyang,China,33.0010496,112.5292693
196,1798601,Tangerang,Indonesia,-6.178306,106.631889
197,1795648,Bhopal,India,23.259933,77.412615
198,1793197,Rawalpindi,Pakistan,33.598394,73.044135
199,1778583,Lu'an,China,31.7383487,116.5142252
200,1768947,Fuyang,China,32.8926763,115.8090001
201,1756126,Esfahan,Iran,32.654627,51.667983
202,1751696,Depok,Indonesia,-6.388877,106.830069
203,1747152,LUSAKA,Zambia,-15.416667,28.283333
204,1746342,Hamburg,Germany,53.5437641,10.0099133
205,1740041,Budapest,Hungary,47.497912,19.040235
206,1737517,Datong,China,40.0893933,113.2801671
207,1735500,Tai'an,China,36.2003367,117.0808279
208,1732047,Kampala,Uganda,0.27,32.62
209,1731236,Vienna,Austria,48.208174,16.373819
210,1730320,Visakhapatnam,India,17.686816,83.218482
211,1700612,Warsaw,Poland,52.229676,21.012229
212,1697976,Patna,India,25.611,85.144
213,1680000,DAMASCUS,Syria,33.513,36.292
214,1677985,Bucharest,Romania,44.426767,26.102538
215,1667000,Homs,Syria,34.730833,36.709444
216,1666826,Huainan,China,32.6604304,117.0250917
217,1666703,Vadodara,India,22.307159,73.181219
218,1664218,Beograde,Serbia,44.786568,20.448922
219,1655015,Ecatepec,Mexico,19.601841,-99.050674
220,1652171,Manila,Philippines,14.599512,120.98422
221,1649825,Daqing,China,46.5969028,125.1014811
222,1647642,Suzhou,China,31.2984758,120.622239
223,1645675,Firozabad,India,27.159101,78.395757
224,1644783,KUALA LUMPUR,Malaysia,3.139003,101.686855
225,1620758,Mandalay,Myanmar,"21,98","96,09"
226,1619146,QUITO,Ecuador,-0.180653,-78.467838
227,1616063,Santa Cruz,Bolivia,-17.866667,-63
228,1615717,Yancheng,China,33.3939707,120.1349541
229,1614626,Karaj,Iran,35.811057,50.984079
230,1613878,Ludhiana,India,30.900965,75.857276
231,1612300,Zhanjiang,China,21.2021916,110.4045975
232,1608488,Recife,Brazil,-8.085592,-34.895025
233,1607022,Harare,Zimbabwe,-17.863889,31.029722
234,1606745,Rajkot,India,22.303895,70.80216
235,1605602,Barcelona,Spain,41.385064,2.173403
236,1603700,Tengzhou,China,35.0830599,117.153469
237,1600692,Yaoundé,Cameroon,3.86,11.52
238,1594829,Jiangyin,China,31.9092756,120.2630426
239,1591518,Adana,Turkey,37,35.321333
240,1574542,Agra,India,27.17667,78.008075
241,1572000,Siliguri,India,26.708382,88.426874
242,1570791,Phnom Penh,Cambodia,11.544873,104.892167
243,1560229,Zhuhai,China,22.2657516,113.568045
244,1555984,Semarang,Indonesia,-6.966667,110.416667
245,1553165,Philadelphia,USA,40.0094,-75.1333
246,1544084,Anshan,China,40.78195365,122.789233036
247,1530847,Kobe,Japan,34.720309,135.265887
248,1529400,Auckland,New Zealand,-36.84846,174.763332
249,1521600,Weifang,China,36.7084113,119.1044787
250,1513367,Phoenix,USA,33.5722,-112.088
251,1511369,Novosibirsk,Russia,55.008353,82.935733
252,1510103,Changshu,China,31.6434085,120.7408552
253,1508000,Hama,Syria,35.133333,36.75
254,1506156,Brazzaville,Republic of the Congo,-4.25,15.26
255,1495182,Guadalajara,Mexico,20.677504,-103.347824
256,1494998,Tabriz,Iran,38.066667,46.3
257,1493874,Guigang,China,23.099092,109.60844
258,1489040,Caloocan,Philippines,14.65,120.966667
259,1486973,Nashik,India,19.997453,73.789802
260,1485231,HARARE,Zimbabwe,-17.863889,31.029722
261,1481637,Qiqihar,China,47.338544,123.9511506
262,1478733,Barquisimeto,Venezuela,10.063611,-69.334722
263,1472482,Porto Alegre,Brazil,-30.033711,-51.214395
264,1471978,Multan,Pakistan,30.222933,71.480409
265,1468906,Kyoto,Japan,34.985458,135.757755
266,1468061,Dengzhou,China,32.6888657,112.0837091
267,1462383,Cixi,China,30.183333,121.233333
268,1460665,Shiraz,Iran,29.611903,52.583731
269,1460000,Nsukka,Nigeria,"6,866","7,444"
270,1458536,Changde,China,29.040525,111.6781103
271,1458036,Pizhou,China,34.3142567,117.9419078
272,1449296,Davao City,Philippines,7.190708,125.455341
273,1449284,Lome,Togo,"6,142","1,252"
274,1437802,Baoji,China,34.3860459,107.2409063
275,1437686,Suqian,China,33.9564492,118.2945375
276,1436599,Liuzhou,China,24.3213044,109.4066186
277,1434062,Puebla,Mexico,19.103906,-98.188942
278,1432844,Belém,Brazil,-1.251813,-48.456838
279,1431461,Kharkov,Ukraine,49.9935,36.230383
280,1430371,Fukuoka,Japan,33.590355,130.401716
281,1425606,Maracay,Venezuela,10.246944,-67.596111
282,1421834,Gujranwala,Pakistan,32.233004,74.049772
283,1420285,Ekaterinburg,Russia,56.838926,60.605703
284,1417567,Taizhou,China,32.4849554,119.9117284
285,1417082,Hyderabad,Pakistan,25.381751,68.36939
286,1412364,Goiânia,Brazil,-16.632425,-49.273152
287,1411380,Yichang,China,30.771111,111.321667
288,1409436,Bozhou,China,33.8601432,115.7833234
289,1409019,San Antonio,USA,29.4724,-98.5251
290,1408632,Conakry,Guinea,"9,672","-13,567"
291,1407836,Munich,Germany,48.1372719,11.5754815
292,1404653,Faridabad,India,28.408912,77.317789
293,1398427,Quanzhou,China,25.22314005,118.149366456
294,1392000,Al-Hasakeh,Syria,36.405515,40.796915
295,1391499,Maputo,Mozambique,-25.966667,32.583333
296,1380000,Port Harcourt,Nigeria,"4,786","7,003"
297,1376000,Idleb,Syria,35.933333,36.633333
298,1373630,Kawasaki,Japan,35.529667,139.703848
299,1372565,Stockholm,Sweden,59.329323,18.068581
300,1366800,Wenling,China,28.3675,121.373611
301,1365105,Almaty,Kazakhstan,43.222015,76.851249
302,1362062,Zigong,China,29.35702,104.7610274
303,1356987,Fushun,China,41.85926445,124.511135099
304,1355896,San Diego,USA,32.8153,-117.135
305,1355331,Mianyang,China,31.458932,104.750108
306,1354686,Patiala,India,30.34,76.38
307,1347298,Milan,Italy,45.465422,9.185924
308,1346708,Shantou,China,23.3652979,116.6948819
309,1346700,Heze,China,35.2477266,115.4464761
310,1345086,ULAANBAATAR,Mongolia,47.92,106.92
311,1342258,Palembang,Indonesia,-2.990934,104.756556
312,1341054,Gaziantep,Turkey,37.06622,37.38332
313,1333526,Chifeng,China,42.2724253,118.9670743
314,1329604,Córdoba,Argentina,-31.39893,-64.182129
315,1321609,Lubumbashi,Democratic Republic of the Congo,-11.66,27.48
316,1321004,Juárez,Mexico,31.738498,-106.472103
317,1312197,Guarulhos,Brazil,-23.464579,-46.531664
318,1310000,Kénitra,Morocco,34.25,-6.583333
319,1309023,Meerut,India,28.984462,77.706414
320,1307042,Wuhu,China,31.3425803,118.3536912
321,1305082,MONTEVIDEO,Uruguay,-34.901113,-56.164531
322,1300983,Tijuana,Mexico,32.522984,-117.112586
323,1298500,Laiwu,China,36.2140516,117.6698833
324,1294168,Mekka,Saudi-Arabia,21.416667,39.816667
325,1293877,Haicheng,China,40.8518336,122.7433343
326,1290322,South Tangerang,Indonesia,-6.288889,106.718056
327,278622,Bago,Myanmar,"17,33","96,50"
328,1290170,Yinchuan,China,38.4829194,106.2116014
329,1285995,Prague,Czech Republic,50.075538,14.4378
330,1278432,Greater Adelaide,Australia,-34.928621,138.599959
331,1267066,Rugao,China,32.3926766,120.563809
332,1266231,Nizhny Novgorod,Russia,56.296504,43.936059
333,1257676,Dallas,USA,32.7757,-96.7967
334,1253687,Peshawar,Pakistan,34.014975,71.58049
335,1251095,Neijiang,China,29.5892089,105.0581721
336,1250795,Adelaide,Australia,-34.928621,138.599959
337,1248414,Zhangjiagang,China,31.8664895,120.5426833
338,1248000,Marrakech,Morocco,31.63,-8.008889
339,1246381,Kalyan-Dombivali,India,19.217172,73.089276
340,1246381,Kalyan-Dombivali,India,19.217172,73.089276
341,1238962,León,Mexico,21.019015,-101.257359
342,1235476,Yixing,China,31.3495972,119.817253
343,1234838,Fuqing,China,25.6815643,119.3806049
344,1232133,Yueyang,China,29.3589447,113.1230108
345,1230728,Copenhagen,Denmark,55.676097,12.568337
346,1229959,Xinyang,China,32.127372,114.0676596
347,329000,Ondo,Nigeria,"7,082","4,838"
348,1229800,Liaocheng,China,36.4441808,115.9642007
349,1221233,Vasai-Virar,India,19.391928,72.839732
350,1217715,Maoming,China,21.6729946,110.9100185
351,1212000,MOGADISHU,Somalia,2.033333,45.35
352,1206946,Barranquilla,Colombia,10.978478,-74.779846
353,1202761,Sofia,Bulgaria,42.697708,23.321868
354,1201900,Jiaxing,China,30.7482172,120.7512059
355,1201815,Varanasi,India,25.317645,82.973914
356,1200400,Zhenjiang,China,32.2139599,119.458012
357,1198304,Xining,China,36.6219037,101.7729898
358,1197174,Tianshui,China,34.62845105,105.529798021
359,1194583,Makassar,Indonesia,-5.144379,119.426638
360,1192792,Srinagar,India,34.083658,74.797368
361,1192418,Saitama,Japan,35.861729,139.645482
362,1188000,El-Jadida,Morocco,33.233333,-8.5
363,1187089,Cần Thơ,Vietnam,10.045162,105.746854
364,1178873,Huazhou,China,21.6516763,110.6404799
365,1172700,TBILISI,Georgia,41.716667,44.783333
366,1170485,Samara (Samarskaya oblast),Russia,53.202778,50.140833
367,1170000,Monrovia,Liberia,"6,342","-10,748"
368,1169829,Niamey,Niger,"13,523","2,120"
369,1168745,Kazan,Russia,55.790278,49.134722
370,1165182,Dingzhou,China,38.513056,114.995556
371,1163806,Hiroshima,Japan,34.398205,132.475824
372,1161561,Dhanbad,India,23.795653,86.430386
373,1158989,Chon Buri,Thailand,13.361143,100.984672
374,1158627,Omsk,Russia,54.983333,73.366667
375,1158625,Cotonou,Benin,"6,370","2,420"
376,1157900,Zhuji,China,29.716111,120.234167
377,1157891,Baoding,China,38.857936,115.4906984
378,1154617,Campinas,Brazil,-22.895626,-47.066359
379,1154086,Jingzhou,China,30.3538693,112.1869371
380,1153860,Batam,Indonesia,1.151828,104.038294
381,1149829,Chelyabinsk,Russia,55.164442,61.436843
382,1146761,Anyang,China,36.1023552,114.33633
383,1143078,Rizhao,China,35.3979052,119.5290707
384,1142483,Zapopan,Mexico,20.659538,-103.349438
385,1139400,Shouguang,China,36.8762356,118.7322549
386,1137000,Jodhpur,India,26.238947,73.024309
387,1135512,Monterrey,Mexico,25.592172,-99.996195
388,1135166,Hengyang,China,26.8949894,112.6024687
389,1132761,Amritsar,India,31.633979,74.872264
390,1131819,Yuzhou,China,34.1598968,113.4666612
391,1126790,Bazhong,China,31.8587495,106.7526106
392,1126345,Bat Dambang,Cambodia,13.09573,103.202205
393,1126306,SANTO DOMINGO,Dominican Republic,18.466667,-69.95
394,1126000,Fès,Morocco,34.033333,-5
395,1122555,Raipur,India,21.251384,81.629641
396,1120000,Abuja,Nigeria,"9,058","7,425"
397,1120000,Benin City,Nigeria,"6,346","5,616"
398,1119477,Navi Mumbai,India,19.033049,73.029662
399,1117094,Allahabad,India,25.435801,81.846311
400,1116700,Zoucheng,China,35.4027214,116.9681797
401,1115300,Jining,China,35.4125047,116.5849266
402,1113321,Huaibei,China,33.9575437,116.7928328
403,1112021,Ahwaz,Iran,31.314001,48.667481
404,1111000,Deir El-Zor,Syria,35.336,40.145
405,1104585,Nezahualcóyotl,Mexico,19.432608,-99.133208
406,1100091,Rostov-na-Donu,Russia,47.233333,39.7
407,1095404,Calgary,Canada,51.048615,-114.070846
408,1095189,Zunyi,China,27.71176,106.9275557
409,1094294,Benxi,China,41.2922207,123.7594197
410,1091799,Jinzhou,China,41.108528,121.1194219
411,1089000,Dubai,United Arab Emirates,25.204849,55.270783
412,1086200,Zhucheng,China,30.8497265,114.7988108
413,1084420,Ufa,Russia,54.738762,55.972055
414,1082993,Samut Prakan,Thailand,13.599096,100.599832
415,1077300,Jinhua,China,29.0815452,119.642839
416,1074300,Birmingham,United Kingdom,52.486243,-1.890401
417,1074036,Qom,Iran,34.639944,50.875942
418,1073921,Taixing,China,32.1696072,120.0160999
419,1064200,Zhangqiu,China,36.718628,117.522179
420,1064197,São Luís,Brazil,-2.559049,-44.308333
421,1061447,Coimbatore,India,11.016845,76.955832
422,1060138,Yerewan,Armenia,40.183333,44.516667
423,1055373,Zhuzhou,China,27.8535859,113.1331533
424,1054336,Jabalpur,India,23.166667,79.933333
425,1053505,Gwalior,India,26.218287,78.182831
426,1050080,Ciudad Guayana,Venezuela,8.268607,-62.753148
427,1049831,Lianyungang,China,34.6092633,119.1695305
428,1048672,Ezhou,China,30.3971188,114.886707
429,1048240,Vijayawada,India,16.506174,80.648015
430,1047020,Xinxiang,China,35.3044775,113.9208499
431,1045370,Shubra El-Kheima,Egypt,30.121675,31.245176
432,1036027,Konya,Turkey,37.866667,32.483333
433,1034175,Cologne,Germany,50.9383611,6.9599738
434,1033975,Pingdingshan,China,33.7378279,113.2975031
435,1032048,Yingkou,China,40.6772444,122.2341814
436,1031903,São Gonçalo,Brazil,-22.826637,-43.04482
437,1029670,Qinhuangdao,China,31.2512541,121.5121092
438,1029552,Sendai,Japan,38.260297,140.882049
439,1028800,Linhai,China,28.85,121.116667
440,1025244,Tripolis,Libya,32.813311,13.104845
441,1024906,Padang,Indonesia,-0.95,100.353056
442,1023000,Settat,Morocco,33,-7.6167
443,1022002,Bogor,Indonesia,-6.6,106.8
444,1022001,Guatemala City,Guatemala,14.613333,-90.535278
445,1018762,Volgograd,Russia,48.7,44.516667
446,1016885,Madurai,India,9.925201,78.119775
447,1015140,Antananarivo,Madagascar,-18.933333,47.516667
448,1010295,Wuwei,China,38.10884025,102.828264718
449,1010000,Aba,Nigeria,"5,105","7,381"
450,1007654,Krasnoyarsk,Russia,56.015283,92.893248
451,1007285,Perm,Russia,58,56.316667
452,1006749,Brussels,Belgium,50.85034,4.35171
453,1005570,Ndjamena,Chad,"12,130","15,061"
454,1005500,Hezhou,China,24.4160764,111.5436581
455,1005319,Maceió,Brazil,-9.567859,-35.790066
456,1005043,PANAMA DE PANAMA,Panama,8.983333,-79.516667
457,1004820,San Cristóbal,Venezuela,7.744996,-72.235639
458,1004741,Zaoyang,China,32.1247728,112.7588839
459,1004500,Naples,Italy,40.851775,14.268124
460,1003626,Xiangcheng,China,33.4430697,114.9031316
461,1003285,KATHMANDU,Nepal,27.7,85.333333
462,1001318,Antalya,Turkey,36.888025,30.7037
463,1001000,Salé,Morocco,34.033697,-6.770814
464,999703,Seam Reab,Cambodia,13.691538,104.100133
465,998537,San Jose,USA,37.2969,-121.8193
466,998262,Mbuji-Mayi,Democratic Republic of the Congo,-6.12,23.58
467,997447,Voronezh,Russia,51.675497,39.208882
468,997189,Odessa,Ukraine,46.482526,30.72331
469,993468,Arbil,Iraq,36.191111,44.009167
470,990558,PORT-AU-PRINCE,Haiti,18.533333,-72.333333
471,990025,Dnepropetrovsk,Ukraine,48.477418,35.01473
472,988000,Kaduna,Nigeria,"10,529","7,450"
473,987007,CAPE TOWN,South Africa,-33.924868,18.424055
474,986998,Kitakyūshū,Japan,33.839615,131.03178
475,985143,MANAGUA,Nicaragua,12.136389,-86.251389
476,980000,Béni-Mellal,Morocco,32.339444,-6.360833
477,978600,Cartagena,Colombia,10.402313,-75.505112
478,975638,Guilin,China,25.276006,110.2847529
479,972784,Bengbu,China,32.9182905,117.3824772
480,972525,Qidong,China,31.8127933,121.656138
481,967020,Chiang Mai,Thailand,18.787747,98.993128
482,966393,Santo Domingo East - Santo Domingo Este,Dominican Republic,18.485497,-69.873406
483,965154,Mudanjiang,China,44.5794776,129.6129687
484,963429,Guwahati,India,26.144517,91.736237
485,960787,Chandigarh,India,30.733315,76.779418
486,960646,Donetsk,Ukraine,48.015883,37.80285
487,960418,Danyang,China,32.0109736,119.6012702
488,960015,Edmonton,Canada,53.544389,-113.490927
489,959303,Xiangtan,China,27.8595302,112.8995403
490,957634,Bangui/Zongo,Central African Republic,4.40,18.55
491,953253,El Alto,Bolivia,-16.500094,-68.214686
492,951000,Lattakia,Syria,35.53,35.78
493,950017,Kayseri,Turkey,38.73122,35.478729
494,948312,Rosario,Argentina,-32.950741,-60.6665
495,947499,Wuchuan,China,21.4431015,110.7717184
496,946600,Feicheng,China,36.1841443,116.7653466
497,945420,Xianyang,China,34.3049864,108.7256803
498,944050,Linfen,China,36.0941478,111.5150764
499,943857,Hubli-Dharwad,India,15.361667,75.085
500,941427,Handan,China,36.583333,114.483333
501,938695,Chiba,Japan,35.612858,140.11434
502,936789,Hengyang,China,26.8949894,112.6024687
503,933596,Ottawa–Gatineau,Canada,45.476545,-75.701272
504,930000,Dra'a,Syria,32.625278,36.106111
505,928592,Freetown,Sierra Leone,"8,478","-13,242"
506,920610,Xinyi,China,22.3563341,110.9407826
507,918889,Medina,Saudi-Arabia,24.466667,39.6
508,915000,Tanger,Morocco,35.759465,-5.833954
509,908200,Weihai,China,37.5122216,122.1152445
510,907598,Haimen,China,31.894673,121.1732307
511,904165,Soweto,South Africa,-26.248538,27.854032
512,899000,Safi,Morocco,32.300815,-9.227203
513,897135,Amroha,India,28.904354,78.467343
514,896057,Kaifeng,China,34.7961106,114.3472038
515,894440,Mombasa,Kenya,-4.02,39.72
516,889810,Moradabad,India,28.831593,78.778276
517,887069,Đà Nẵng,Vietnam,16.054407,108.202167
518,885400,Austin,USA,30.3072,-97.756
519,884456,Bishkek,Kyrgyzstan,42.874722,74.612222
520,883800,Shaoxing,China,29.9992425,120.576854
521,881711,Jiamusi,China,46.8087794,130.3734556
522,878402,Duque de Caxias,Brazil,-22.667492,-43.265514
523,877682,Suihua,China,46.6420316,126.9870127
524,876824,Gurgaon,India,28.459497,77.026638
